Feature1,Feature2,Class
-1.1336934415170556,-0.7001856267765761,1
-1.3742855505896903,-1.0607494576442897,1
-0.8980119840346515,-0.7615209571242034,1
-0.36312899842322577,-0.5672917803363747,1
-1.5718085391763543,-0.9398459430467522,1
0.7432375975362625,-1.1937876469182147,0
-0.3493765523689,-0.8846448927357681,1
-1.0292074878062714,-1.5592937863630887,1
-0.20596881430395897,-0.7548535920556234,1
1.5472905927078915,-3.4026590787007436,0
1.6347853132472219,0.3312742768801875,0
1.2243392822123047,-0.07600776031348133,0
-0.5422995922665601,-0.9570504236570537,1
0.6743289707524122,0.014598606549573345,0
-0.6704197773916365,-0.3446215993592461,1
1.3065082686768905,-1.8970485071437466,0
1.43387153870662,0.31274474874737446,0
1.4487648780901898,-1.875776836476065,0
1.1027423630505289,-2.106054950882772,0
-2.3404752984904906,-1.4294666503774636,1
0.30003014870690103,-1.4346390581537634,0
-0.37124563929534937,-1.6767969704559231,0
-0.8274315647755045,-1.0563010138150848,1
-1.4912630367675899,-0.7443929531884701,1
0.7771950365981094,-0.8992572379324838,0
1.3594482251161606,-0.5144740346504119,0
1.3447614651295905,-0.6512245918601579,0
-1.295222160055343,-0.9355174072392239,1
1.9559305338712285,-1.713009425939167,0
1.8954077109803342,-0.6624371422220764,0
-0.758628875154739,-0.5962340066104082,1
1.4081917219267701,-0.951070012484324,0
-0.18932738736489563,-0.7966857379234716,1
-1.276169962422341,-1.1522974670008312,1
1.2739266740368915,-0.8742041364108473,0
0.2357014025216726,-0.7096075494029641,1
-1.6565444357633172,-1.3969767453201436,1
-0.5127801808372769,-0.9855601522089176,1
0.7536253589053469,-0.8952358833521149,0
-2.063410269325324,-1.9196130022645341,1
-1.0569278285520116,-1.1060938210882802,1
1.5505173014403404,-1.287733591297562,0
1.3241071347003275,-3.4635744900738796,0
-0.9488556933059346,-1.2471356452683697,1
-0.05274498261489646,-0.6252307292278381,1
0.398959611376843,-1.6775221511221248,0
-0.7740271850181303,-0.9475400987083727,1
2.0759912837903043,-1.9177052645491575,0
0.6593793668529685,0.45404733164533617,0
-1.8767219401099697,-0.24121792391289643,1
-1.2551872036899905,-1.3478528889714418,1
-0.7288641304471364,-0.8129702501027024,1
-0.5193712402700943,-0.5619936844126824,1
0.1502771982402118,0.472731661917553,0
-0.02369184376734146,-2.20795748948132,0
-1.3080473009716467,-1.1435080603549876,1
-1.502485234583895,-1.1784283094228913,1
-0.9456958691882626,-1.205031802919645,1
0.23440872503237598,-1.2379228151624146,0
0.29833029544653333,-1.2031022892681416,0
0.08205456364344732,-0.5768407434174265,1
1.1939845323186753,-0.7826785953116611,0
1.4199270211142818,-2.027702506819317,0
0.29032534078796146,-0.1935650967204534,0
-0.9964676437136163,-0.8013052623426422,1
1.356140471830559,1.5510825967609483,0
1.141527972564616,0.16571559042813644,0
-1.4523431784354615,-1.1504742668020627,1
0.9072093564737626,1.1983671240510518,0
-0.2074457783009347,-0.43485286437421633,0
